driver_id,vehicle_class,max_load_kg,vehicle_type,total_requests,accepted_requests,rating,status,last_break_hours,hazmat_capable,harmful_substance_capable
D1100,카고,1400,윙바디,80,59,4.84,1,9.7,0,0
D1101,카고,12000,윙바디,180,79,4.06,1,11.7,0,0
D1102,카고,5500,카고,100,42,4.58,1,11.7,0,0
D1103,카고,25000,탑차,81,65,4.61,1,3.7,1,0
D1104,카고,12000,윙바디,52,51,3.63,1,9.5,0,0
D1105,라보,550,라보,54,37,3.68,1,4.7,0,0
D1106,카고,2500,냉동,165,100,4.19,1,11.4,0,0
D1107,카고,30000,냉장,158,53,4.49,1,7.2,0,0
D1108,카고,2500,윙바디,184,77,4.26,1,0.8,0,1
D1109,카고,12000,카고,119,36,4.79,1,7.5,0,0
D1110,카고,18000,냉동,177,138,4.55,1,9.9,0,0
D1111,카고,5500,카고,193,156,4.14,1,9.4,0,0
D1112,다마스,550,다마스,165,50,4.3,1,5.0,0,0
D1113,카고,1400,카고,189,96,4.6,1,9.3,0,0
D1114,카고,25000,카고,117,37,4.97,1,4.5,1,0
D1115,카고,3500,탑차,80,26,4.74,1,3.9,0,0
D1116,다마스,550,다마스,145,92,4.28,1,4.8,0,0
D1117,다마스,550,다마스,125,40,4.75,1,5.1,0,0
D1118,카고,1400,카고,126,99,4.52,1,9.9,0,1
D1119,카고,1400,카고,140,87,4.85,1,4.1,0,1
D1120,카고,18000,윙바디,89,39,4.96,1,6.2,1,0
D1121,카고,5500,윙바디,154,85,4.84,1,9.9,0,0
D1122,카고,25000,카고,129,108,3.62,1,11.7,0,0
D1123,카고,18000,냉동,180,171,4.49,1,5.5,0,0
D1124,카고,3500,카고,91,49,4.6,1,5.4,0,1
D1125,카고,1400,냉동,107,51,4.51,1,9.9,0,0
D1126,카고,25000,탑차,85,45,3.61,1,4.5,0,0
D1127,카고,25000,카고,142,96,3.79,1,7.8,0,0
D1128,카고,30000,카고,179,112,4.88,1,5.7,1,0
D1129,카고,25000,탑차,136,71,4.82,1,7.6,0,1
D1130,카고,5500,윙바디,70,28,3.81,0,3.5,1,1
D1131,카고,3500,탑차,53,20,4.94,1,4.9,0,0
D1132,카고,8000,탑차,191,101,4.14,1,3.9,0,0
D1133,카고,8000,탑차,60,25,4.61,1,4.4,1,0
D1134,카고,8000,윙바디,91,58,3.63,1,1.3,0,1
D1135,카고,8000,윙바디,136,120,4.39,1,9.4,0,0
D1136,카고,3500,냉장,108,96,4.89,1,4.8,0,0
D1137,카고,5500,탑차,61,55,3.83,1,4.5,0,0
D1138,카고,1400,카고,170,79,3.57,1,10.5,0,0
D1139,카고,25000,카고,65,40,4.3,1,9.4,0,0
D1140,카고,8000,탑차,193,157,3.74,1,3.3,0,0
D1141,카고,18000,탑차,178,133,3.85,1,9.5,0,1
D1142,다마스,550,다마스,175,139,4.84,1,9.8,0,0
D1143,카고,3500,냉장,145,69,4.79,1,8.5,0,0
D1144,다마스,550,다마스,98,34,4.56,1,1.1,0,0
D1145,카고,3500,윙바디,124,86,4.8,1,4.6,0,0
D1146,라보,550,라보,192,167,4.88,1,10.4,0,0
D1147,카고,1400,카고,55,40,4.53,1,11.6,1,0
D1148,카고,3500,카고,61,48,4.47,1,4.6,0,0
D1149,라보,550,라보,75,25,4.08,1,0.9,0,0
D1150,카고,5500,윙바디,144,119,4.19,1,5.6,0,0
D1151,카고,3500,카고,188,138,4.75,1,1.1,0,0
D1152,카고,2500,냉동,113,110,4.35,1,9.7,0,0
D1153,카고,8000,탑차,126,68,3.73,1,7.5,0,1
D1154,카고,18000,탑차,126,70,4.47,1,7.3,0,0
D1155,카고,30000,탑차,104,48,3.59,1,7.5,1,1
D1156,카고,3500,탑차,171,102,4.45,1,9.7,0,1
D1157,라보,550,라보,95,75,4.87,1,9.4,0,0
D1158,카고,5500,카고,184,141,4.75,1,7.2,0,0
D1159,카고,5500,탑차,186,182,4.1,1,10.4,0,0
D1160,카고,2500,냉장,122,96,3.97,1,1.7,0,0
D1161,카고,1400,카고,58,17,4.16,1,11.7,1,0
D1162,카고,2500,카고,191,59,3.79,1,11.3,0,0
D1163,카고,5500,탑차,171,116,4.41,1,1.4,0,0
D1164,카고,1400,윙바디,143,42,4.97,1,0.9,0,0
D1165,카고,3500,탑차,171,71,4.05,1,5.1,0,0
D1166,카고,2500,윙바디,53,30,4.79,0,9.8,0,0
D1167,카고,5500,카고,134,121,4.06,1,9.9,0,0
D1168,카고,18000,냉동,115,48,3.89,1,11.4,0,0
D1169,카고,2500,냉장,170,78,4.65,1,10.8,0,0
D1170,카고,1000,윙바디,62,53,3.71,1,4.3,1,0
D1171,카고,2500,탑차,77,30,4.03,1,5.8,0,0
D1172,다마스,550,다마스,127,65,3.89,0,9.6,0,0
D1173,카고,1000,카고,172,121,4.9,0,11.0,0,0
D1174,카고,1000,탑차,171,124,4.81,0,1.3,0,0
D1175,카고,3500,카고,68,37,4.46,1,5.0,0,1
D1176,카고,1400,카고,72,25,3.95,0,4.1,0,0
D1177,카고,12000,탑차,144,90,4.48,1,5.7,0,1
D1178,카고,18000,탑차,135,128,4.47,1,2.5,0,0
D1179,라보,550,라보,180,146,3.59,1,11.3,0,0
D1180,카고,30000,윙바디,139,75,3.64,1,10.8,1,0
D1181,카고,3500,윙바디,161,61,4.02,1,2.5,0,0
D1182,카고,2500,냉동,139,49,3.91,1,9.3,0,0
D1183,카고,1000,카고,183,79,4.05,1,10.2,0,0
D1184,라보,550,라보,122,106,4.97,1,5.6,0,0
D1185,카고,18000,카고,160,114,3.62,1,11.5,1,0
D1186,다마스,550,다마스,199,162,4.49,1,6.7,0,0
D1187,카고,1000,카고,145,43,4.76,1,7.5,0,0
D1188,카고,2500,카고,143,45,3.83,1,11.7,0,0
D1189,카고,1400,냉동,68,24,3.86,0,9.3,0,0
D1190,카고,1000,윙바디,119,108,4.07,1,11.0,0,0
D1191,다마스,550,다마스,182,130,4.11,1,3.9,0,0
D1192,카고,8000,탑차,108,54,4.81,1,8.2,0,1
D1193,라보,550,라보,178,115,4.05,0,8.2,0,0
D1194,카고,1000,탑차,59,41,4.99,1,5.9,0,1
D1195,카고,30000,탑차,170,163,3.84,1,9.1,1,0
D1196,카고,5500,카고,182,181,4.26,1,1.4,0,0
D1197,카고,5500,탑차,171,124,3.92,1,0.8,0,0
D1198,카고,30000,카고,80,54,4.85,1,7.8,1,0
D1199,카고,1000,카고,170,89,4.61,1,0.5,0,1
D1200,카고,30000,탑차,175,148,3.84,1,3.0,0,1
D1201,카고,1400,카고,61,20,4.48,1,8.8,0,0
D1202,카고,18000,윙바디,58,55,4.99,1,1.3,0,1
D1203,카고,12000,윙바디,75,50,4.82,1,6.6,0,0
D1204,카고,3500,카고,130,77,3.86,0,5.6,0,0
D1205,카고,5500,윙바디,126,109,4.96,1,10.7,0,0
D1206,카고,1400,윙바디,82,77,4.52,1,10.7,0,1
D1207,카고,1400,카고,174,110,3.89,1,5.8,0,1
D1208,카고,3500,윙바디,169,77,4.36,0,10.2,0,1
D1209,카고,25000,탑차,127,116,3.92,1,6.9,1,0
D1210,다마스,550,다마스,74,49,3.83,1,1.1,0,0
D1211,카고,8000,탑차,52,35,4.91,1,0.8,1,0
D1212,카고,5500,탑차,61,44,4.68,1,4.2,0,0
D1213,카고,2500,카고,53,21,4.1,1,1.7,0,0
D1214,카고,8000,윙바디,177,107,3.92,1,1.3,0,0
D1215,카고,2500,카고,87,57,4.76,1,11.7,0,1
D1216,카고,1000,카고,74,44,4.63,1,11.9,0,0
D1217,카고,2500,윙바디,126,56,4.65,1,11.4,0,0
D1218,라보,550,라보,126,119,3.51,1,3.0,0,0
D1219,다마스,550,다마스,73,70,4.16,0,1.6,0,0
D1220,다마스,550,다마스,191,185,4.4,1,4.2,0,0
D1221,카고,12000,윙바디,115,80,4.03,0,8.8,1,0
D1222,카고,5500,윙바디,121,108,4.1,1,11.5,0,0
D1223,카고,12000,카고,132,65,4.89,1,5.9,1,0
D1224,카고,8000,냉장,189,77,4.59,1,6.8,0,0
D1225,카고,5500,탑차,159,51,3.92,0,8.8,0,0
D1226,카고,18000,카고,136,102,4.23,1,7.9,1,0
D1227,카고,1400,카고,65,33,4.22,1,11.4,0,0
D1228,카고,30000,냉동,123,42,3.7,1,6.7,0,0
D1229,카고,1000,냉동,195,149,4.94,1,9.1,0,0
D1230,카고,1400,탑차,189,155,3.74,1,10.9,1,0
D1231,카고,30000,탑차,161,129,4.21,1,5.9,0,0
D1232,카고,25000,냉동,113,73,4.55,1,2.9,0,0
D1233,카고,5500,탑차,123,109,3.76,1,2.6,0,0
D1234,카고,1400,카고,109,37,3.7,1,9.5,0,0
D1235,라보,550,라보,186,72,4.21,1,1.0,0,0
D1236,카고,1000,탑차,149,130,4.85,1,7.8,1,1
D1237,카고,30000,카고,70,67,3.95,1,1.4,0,0
D1238,카고,1400,탑차,166,95,3.87,0,3.9,0,0
D1239,카고,3500,탑차,180,54,4.68,1,2.6,0,0
D1240,카고,1000,냉동,199,86,3.74,1,2.7,0,0
D1241,카고,2500,냉동,171,114,4.05,1,7.9,0,0
D1242,카고,12000,탑차,91,36,3.83,1,6.6,0,0
D1243,카고,12000,윙바디,131,42,4.85,1,11.8,1,1
D1244,카고,8000,탑차,179,80,4.39,1,10.8,1,0
D1245,카고,12000,카고,131,52,4.06,1,5.2,0,1
D1246,카고,8000,윙바디,135,48,4.68,1,5.8,0,0
D1247,카고,12000,윙바디,162,126,4.41,1,10.4,1,0
D1248,카고,1400,카고,190,106,4.42,1,7.8,0,0
D1249,카고,25000,윙바디,74,38,3.91,1,4.1,0,0
D1250,카고,2500,윙바디,117,82,3.58,1,5.6,0,0
D1251,카고,3500,윙바디,87,53,3.93,0,7.7,0,0
D1252,카고,1400,윙바디,124,41,3.65,1,0.6,0,0
D1253,카고,1000,냉동,77,31,4.81,1,6.3,0,0
D1254,카고,1000,카고,76,60,4.51,0,2.5,0,0
D1255,카고,2500,냉동,74,27,4.6,0,7.4,0,0
D1256,카고,8000,윙바디,83,67,4.46,0,6.6,1,0
D1257,카고,12000,냉동,175,96,4.48,1,11.4,0,0
D1258,카고,25000,윙바디,61,19,3.97,1,9.2,1,0
D1259,라보,550,라보,54,17,3.65,1,6.4,0,0
D1260,카고,1000,냉동,101,36,4.86,1,0.8,0,0
D1261,카고,2500,카고,163,123,4.18,1,0.8,0,1
D1262,라보,550,라보,57,22,3.66,1,5.9,0,0
D1263,카고,8000,카고,188,156,4.53,1,11.9,0,0
D1264,카고,25000,카고,163,150,3.51,1,2.3,0,0
D1265,카고,1000,냉동,170,111,4.51,1,1.0,0,0
D1266,카고,30000,카고,144,66,3.72,1,1.3,0,0
D1267,카고,2500,카고,95,71,3.58,1,1.9,0,1
D1268,카고,8000,탑차,70,23,3.89,1,1.0,0,0
D1269,카고,18000,탑차,125,53,3.64,1,11.1,1,0
D1270,카고,12000,윙바디,190,183,4.82,1,1.5,1,1
D1271,카고,18000,탑차,195,99,3.81,0,10.0,0,0
D1272,카고,3500,탑차,173,80,3.88,1,2.9,0,0
D1273,카고,5500,카고,91,31,4.01,1,4.5,1,0
D1274,카고,1400,윙바디,153,149,4.67,1,3.6,0,0
D1275,라보,550,라보,157,136,4.32,1,6.7,0,0
D1276,카고,30000,카고,165,161,3.92,1,9.2,0,0
D1277,카고,30000,카고,147,47,4.77,1,11.7,0,1
D1278,카고,12000,탑차,187,80,4.72,0,3.3,1,0
D1279,카고,5500,탑차,71,26,4.34,0,4.5,1,0
D1280,카고,18000,냉장,196,116,4.61,1,11.8,0,0
D1281,라보,550,라보,67,52,4.84,1,10.2,0,0
D1282,카고,1000,카고,64,25,3.94,1,10.1,0,0
D1283,카고,30000,윙바디,138,131,3.9,1,5.4,1,0
D1284,카고,8000,카고,75,73,4.06,1,8.1,0,0
D1285,카고,12000,윙바디,141,60,4.77,0,7.1,0,0
D1286,카고,30000,윙바디,192,124,4.08,1,8.2,1,1
D1287,카고,18000,윙바디,173,102,3.52,0,2.5,0,0
D1288,카고,12000,윙바디,114,77,4.38,1,9.1,0,0
D1289,카고,2500,탑차,194,84,3.6,1,6.0,0,0
D1290,다마스,550,다마스,128,88,4.22,1,5.2,0,0
D1291,다마스,550,다마스,101,85,4.97,0,7.6,0,0
D1292,카고,5500,카고,111,59,4.18,1,5.0,0,0
D1293,카고,30000,탑차,87,32,3.66,1,4.0,0,1
D1294,다마스,550,다마스,74,68,3.54,1,5.7,0,0
D1295,카고,18000,탑차,111,90,4.47,1,7.0,0,0
D1296,카고,2500,윙바디,139,131,4.12,0,8.8,0,0
D1297,카고,30000,윙바디,160,71,4.67,1,7.2,0,0
D1298,카고,25000,카고,105,54,3.7,0,10.7,0,0
D1299,카고,5500,카고,184,121,4.47,1,11.1,1,0
D1300,카고,18000,탑차,169,64,4.4,1,2.4,1,1
D1301,카고,2500,카고,76,46,4.6,1,1.7,0,0
D1302,카고,30000,탑차,77,40,3.83,1,5.3,1,1
D1303,카고,1000,탑차,131,69,4.89,1,2.7,1,0
D1304,카고,1400,윙바디,196,83,3.79,1,9.9,0,0
D1305,카고,1000,카고,173,111,4.81,1,7.6,0,1
D1306,카고,12000,탑차,55,38,4.9,1,11.2,0,0
D1307,라보,550,라보,56,37,3.99,1,2.5,0,0
D1308,카고,12000,냉장,119,61,4.84,0,10.6,0,0
D1309,카고,1400,탑차,173,85,4.28,1,5.2,0,0
D1310,카고,18000,카고,185,88,3.56,1,4.8,0,0
D1311,카고,12000,카고,119,61,4.56,1,6.0,0,0
D1312,카고,30000,탑차,189,92,3.74,1,9.3,0,0
D1313,카고,1400,탑차,107,83,4.66,1,1.4,0,0
D1314,카고,25000,탑차,182,104,4.79,1,6.4,0,0
D1315,카고,1000,카고,125,87,4.26,1,8.2,0,1
D1316,카고,3500,카고,123,72,3.89,1,4.7,0,0
D1317,라보,550,라보,189,73,3.86,1,10.1,0,0
D1318,카고,3500,탑차,143,116,4.44,1,6.7,0,0
D1319,카고,2500,윙바디,73,24,4.74,1,6.7,0,0
D1320,카고,1400,윙바디,157,48,3.71,1,4.3,0,0
D1321,카고,8000,탑차,176,142,3.77,1,4.3,0,1
D1322,카고,2500,탑차,66,45,4.46,1,4.4,0,1
D1323,카고,3500,윙바디,162,150,4.35,0,3.4,1,0
D1324,카고,30000,냉장,88,68,3.85,1,3.4,0,0
D1325,카고,8000,윙바디,113,79,4.44,1,7.8,0,0
D1326,카고,1400,냉동,198,87,4.15,1,4.2,0,0
D1327,카고,12000,탑차,130,42,3.51,1,5.2,0,1
D1328,카고,2500,탑차,101,87,4.62,1,1.7,0,0
D1329,카고,2500,윙바디,164,118,4.94,1,7.3,0,0
D1330,카고,3500,탑차,71,58,4.91,1,6.6,0,0
D1331,카고,18000,윙바디,197,124,4.39,1,2.2,1,0
D1332,다마스,550,다마스,135,109,3.54,0,4.9,0,0
D1333,카고,8000,탑차,68,42,4.25,1,7.1,0,1
D1334,다마스,550,다마스,110,37,4.31,1,2.6,0,0
D1335,카고,18000,탑차,168,106,4.86,1,4.7,0,0
D1336,카고,12000,탑차,127,67,3.69,1,5.7,0,0
D1337,카고,25000,윙바디,77,25,3.65,1,4.1,0,0
D1338,카고,30000,냉동,152,76,4.05,1,9.4,0,0
D1339,카고,1000,탑차,107,68,3.71,1,8.7,1,0
D1340,라보,550,라보,81,43,4.7,1,3.8,0,0
D1341,카고,30000,카고,178,85,4.91,1,7.4,0,0
D1342,카고,18000,탑차,121,79,3.77,1,1.0,0,0
D1343,카고,12000,냉동,156,85,4.12,0,6.0,0,0
D1344,카고,12000,윙바디,157,142,3.69,1,1.0,0,1
D1345,카고,1400,냉동,85,71,4.35,1,5.9,0,0
D1346,카고,1400,카고,136,73,3.58,1,8.1,1,0
D1347,카고,18000,카고,54,41,3.97,1,10.2,0,0
D1348,카고,1400,윙바디,175,70,4.79,1,11.1,1,1
D1349,카고,8000,윙바디,99,74,4.42,1,9.0,0,0
D1350,카고,18000,탑차,98,38,4.97,0,4.8,1,1
D1351,다마스,550,다마스,175,90,4.06,1,10.0,0,0
D1352,카고,8000,윙바디,91,37,4.09,1,6.2,0,0
D1353,카고,1400,냉동,136,42,4.29,1,4.6,0,0
D1354,카고,30000,냉장,125,76,4.34,1,9.3,0,0
D1355,카고,5500,탑차,107,75,3.5,1,2.3,0,0
D1356,카고,3500,탑차,77,42,4.16,1,11.0,0,0
D1357,카고,8000,탑차,149,93,3.69,1,9.5,0,0
D1358,카고,25000,냉동,90,80,4.66,1,10.7,0,0
D1359,카고,18000,카고,114,93,4.22,1,5.8,0,0
D1360,카고,1000,카고,119,69,4.58,1,9.7,0,0
D1361,카고,25000,윙바디,190,69,4.62,1,4.0,1,0
D1362,카고,30000,윙바디,181,167,4.83,1,5.8,1,0
D1363,카고,1000,냉동,131,103,4.17,0,8.4,0,0
D1364,카고,30000,윙바디,65,20,3.98,1,10.2,0,1
D1365,라보,550,라보,130,100,4.72,1,2.9,0,0
D1366,카고,1400,카고,152,78,4.7,1,9.9,0,0
D1367,다마스,550,다마스,78,23,3.87,1,1.7,0,0
D1368,다마스,550,다마스,173,105,3.81,1,2.3,0,0
D1369,카고,5500,냉동,130,58,4.01,1,11.8,0,0
D1370,라보,550,라보,118,75,4.56,1,7.9,0,0
D1371,카고,30000,탑차,181,77,4.49,1,3.4,0,1
D1372,카고,30000,카고,161,116,4.87,1,1.5,0,0
D1373,카고,1400,카고,65,31,4.65,1,10.9,0,0
D1374,카고,2500,카고,178,106,3.64,1,10.9,1,1
D1375,카고,3500,냉동,66,45,4.95,1,4.1,0,0
D1376,카고,5500,냉장,164,124,4.09,1,3.8,0,0
D1377,카고,12000,냉동,163,139,3.71,1,6.1,0,0
D1378,카고,30000,탑차,98,46,3.7,1,3.3,0,0
D1379,카고,1400,탑차,186,150,4.92,0,8.9,0,0
D1380,카고,8000,탑차,50,48,3.91,1,8.0,0,0
D1381,카고,25000,탑차,59,24,4.97,1,8.9,0,1
D1382,카고,18000,냉장,100,62,4.0,1,2.1,0,0
D1383,카고,1400,냉동,113,46,4.25,1,4.8,0,0
D1384,카고,12000,냉장,91,40,4.55,1,7.2,0,0
D1385,카고,3500,카고,144,87,4.96,1,6.5,1,0
D1386,다마스,550,다마스,145,54,4.13,1,10.0,0,0
D1387,카고,1400,냉장,174,100,4.67,1,11.0,0,0
D1388,다마스,550,다마스,64,24,4.66,1,0.6,0,0
D1389,카고,18000,윙바디,126,89,4.59,1,4.3,1,0
D1390,카고,1000,윙바디,110,44,4.44,1,10.4,0,0
D1391,카고,5500,카고,146,141,3.7,1,11.6,1,0
D1392,카고,8000,탑차,135,130,3.71,1,10.1,0,0
D1393,카고,12000,탑차,122,90,3.93,1,9.5,0,1
D1394,카고,5500,냉동,127,60,4.52,1,11.1,0,0
D1395,카고,25000,카고,50,23,4.24,1,8.8,0,0
D1396,카고,2500,윙바디,197,191,4.78,1,11.0,0,0
D1397,카고,3500,탑차,63,19,3.91,1,9.6,0,0
D1398,카고,18000,탑차,158,148,4.01,1,11.5,0,0
D1399,카고,3500,윙바디,97,58,4.42,1,3.1,0,0
D1400,카고,8000,냉장,157,62,4.58,1,9.1,0,0
D1401,카고,25000,카고,95,60,4.44,1,7.6,0,0
D1402,다마스,550,다마스,189,115,3.72,1,1.5,0,0
D1403,카고,1000,윙바디,81,26,4.88,1,10.1,0,0
D1404,카고,5500,탑차,71,22,3.53,0,7.9,0,0
D1405,카고,1400,카고,74,34,4.07,1,8.6,0,0
D1406,카고,12000,윙바디,192,180,3.74,1,10.2,0,0
D1407,카고,1000,냉동,131,65,4.7,1,10.5,0,0
D1408,카고,3500,윙바디,63,25,4.54,1,11.2,0,0
D1409,카고,1400,탑차,54,20,3.64,1,4.2,1,0
D1410,카고,1400,냉동,189,132,4.73,1,11.7,0,0
D1411,카고,25000,윙바디,147,58,4.96,0,4.3,0,0
D1412,카고,18000,윙바디,167,54,4.37,1,3.2,0,0
D1413,카고,1000,카고,176,79,4.07,1,7.4,1,0
D1414,카고,30000,카고,170,80,4.31,1,5.6,0,0
D1415,카고,1000,탑차,195,116,4.12,1,5.5,0,0
D1416,라보,550,라보,79,27,4.93,1,2.4,0,0
D1417,카고,18000,카고,107,88,4.31,1,11.5,0,1
D1418,카고,5500,탑차,138,118,4.05,0,0.9,0,1
D1419,카고,30000,탑차,102,31,3.89,1,5.7,1,0
D1420,카고,8000,냉동,58,56,3.6,1,9.0,0,0
D1421,카고,18000,카고,90,41,3.77,1,11.5,1,0
D1422,카고,8000,탑차,148,94,4.22,1,10.1,0,0
D1423,카고,25000,카고,61,18,3.96,1,3.8,0,0
D1424,카고,2500,윙바디,116,57,3.97,1,5.6,0,0
D1425,카고,8000,윙바디,168,100,4.49,1,5.0,0,1
D1426,카고,3500,냉동,149,136,3.59,1,4.0,0,0
D1427,카고,3500,냉동,184,165,3.99,1,2.8,0,0
D1428,카고,30000,카고,119,58,4.01,1,4.5,0,0
D1429,카고,12000,카고,58,17,4.56,1,4.2,0,1
D1430,카고,5500,윙바디,114,65,3.92,1,2.7,0,1
D1431,카고,5500,카고,59,54,4.47,0,8.4,0,0
D1432,카고,30000,윙바디,92,78,4.72,1,6.8,0,0
D1433,카고,30000,냉동,127,40,4.67,1,7.1,0,0
D1434,카고,2500,탑차,62,24,4.75,1,2.9,0,1
D1435,카고,2500,탑차,119,39,4.46,0,0.5,0,0
D1436,카고,3500,카고,122,113,3.85,1,10.8,1,0
D1437,카고,25000,카고,52,49,4.88,1,7.3,0,0
D1438,카고,25000,냉장,69,26,4.73,1,3.6,0,0
D1439,카고,1000,윙바디,189,185,3.98,1,10.4,1,0
D1440,카고,1400,카고,139,69,4.78,1,9.8,0,0
D1441,카고,25000,탑차,129,82,3.76,0,0.8,0,1
D1442,카고,8000,탑차,144,103,4.87,1,2.2,1,0
D1443,라보,550,라보,95,51,4.51,0,1.9,0,0
D1444,카고,1000,냉동,85,34,4.42,0,2.7,0,0
D1445,카고,18000,카고,58,39,4.79,1,7.8,0,1
D1446,카고,5500,카고,88,27,3.77,1,3.7,0,1
D1447,카고,8000,카고,75,53,4.99,1,2.3,0,0
D1448,카고,18000,탑차,169,125,4.98,1,8.2,0,0
D1449,카고,2500,탑차,190,88,4.53,1,6.6,0,0
D1450,카고,12000,탑차,127,89,4.79,1,3.4,0,0
D1451,카고,8000,윙바디,189,141,4.41,1,6.4,0,0
D1452,카고,1400,카고,138,129,3.91,1,9.8,0,1
D1453,카고,25000,탑차,79,66,4.23,1,11.4,0,1
D1454,카고,12000,카고,129,51,4.93,1,3.1,0,1
D1455,카고,18000,냉장,86,50,4.6,1,1.8,0,0
D1456,카고,5500,냉동,99,54,3.72,1,4.7,0,0
D1457,라보,550,라보,94,58,4.82,1,3.7,0,0
D1458,카고,12000,카고,71,22,3.74,0,6.0,0,1
D1459,카고,5500,윙바디,99,38,4.3,1,3.3,0,0
D1460,카고,3500,카고,151,86,4.4,1,5.4,1,0
D1461,카고,12000,카고,93,56,3.99,1,10.6,0,1
D1462,카고,18000,탑차,187,65,4.57,1,9.5,0,0
D1463,카고,1000,탑차,117,106,3.63,1,7.1,1,0
D1464,카고,8000,카고,185,182,3.65,1,11.0,0,0
D1465,카고,30000,카고,155,50,4.34,1,3.8,0,1
D1466,라보,550,라보,199,145,4.71,1,10.8,0,0
D1467,카고,1400,탑차,157,108,3.98,1,11.7,1,1
D1468,카고,12000,탑차,124,97,4.93,1,1.7,0,1
D1469,카고,8000,냉동,89,26,4.25,1,10.2,0,0
D1470,카고,1000,탑차,101,97,4.92,1,2.7,0,1
D1471,라보,550,라보,192,94,3.69,1,1.6,0,0
D1472,라보,550,라보,53,17,4.28,1,0.6,0,0
D1473,카고,12000,윙바디,64,28,3.91,1,11.8,0,0
D1474,카고,1000,윙바디,192,188,4.46,1,2.4,0,0
D1475,카고,1400,윙바디,109,83,4.76,1,10.5,0,0
D1476,카고,2500,카고,163,57,4.99,1,5.3,0,0
D1477,카고,30000,카고,109,60,4.27,1,11.1,0,0
D1478,다마스,550,다마스,142,102,3.64,1,4.1,0,0
D1479,카고,12000,탑차,77,63,3.66,1,2.1,0,0
D1480,카고,1400,탑차,164,91,4.98,0,7.7,0,1
D1481,카고,1400,냉동,122,107,4.75,1,3.1,0,0
D1482,카고,1400,냉동,72,56,4.51,1,1.2,0,0
D1483,카고,3500,냉장,169,152,4.01,1,6.3,0,0
D1484,카고,3500,카고,126,78,4.42,1,0.7,0,0
D1485,다마스,550,다마스,63,37,3.81,1,3.8,0,0
D1486,카고,8000,탑차,125,65,3.55,1,3.7,1,0
D1487,카고,3500,윙바디,124,53,3.91,1,2.9,0,1
D1488,카고,5500,냉장,139,71,3.94,1,0.5,0,0
D1489,카고,3500,윙바디,121,83,4.27,1,3.6,0,1
D1490,카고,1000,윙바디,166,139,3.94,1,5.0,1,0
D1491,카고,8000,카고,99,90,4.31,1,4.3,1,0
D1492,카고,3500,탑차,152,86,3.86,1,7.1,0,0
D1493,라보,550,라보,61,49,4.81,1,1.5,0,0
D1494,카고,2500,카고,189,168,4.14,1,9.7,0,0
D1495,카고,18000,탑차,119,38,3.61,1,5.9,0,0
D1496,카고,2500,카고,75,25,4.33,0,1.2,1,1
D1497,카고,3500,윙바디,112,77,4.77,1,4.3,0,0
D1498,카고,1400,냉동,176,134,4.79,1,1.5,0,0
D1499,카고,3500,카고,116,113,4.71,1,4.7,0,1
D1500,카고,3500,윙바디,93,92,3.64,1,10.4,0,1
D1501,카고,2500,탑차,123,88,4.4,1,7.6,0,0
D1502,다마스,550,다마스,98,43,4.43,1,3.2,0,0
D1503,카고,1000,카고,116,85,4.44,1,10.1,0,0
D1504,카고,30000,냉동,170,103,4.92,1,4.5,0,0
D1505,카고,1400,윙바디,168,144,4.19,1,6.6,0,0
D1506,카고,3500,카고,111,104,4.92,1,7.6,0,0
D1507,카고,30000,탑차,166,103,4.49,1,4.8,0,0
D1508,카고,25000,냉동,147,131,4.3,1,8.5,0,0
D1509,카고,12000,카고,62,37,4.74,1,9.9,1,0
D1510,카고,30000,카고,103,31,3.59,1,5.1,0,1
D1511,카고,25000,윙바디,110,93,4.25,1,6.7,1,1
D1512,다마스,550,다마스,196,81,4.95,0,9.4,0,0
D1513,카고,3500,냉동,92,53,3.62,1,5.5,0,0
D1514,카고,12000,윙바디,120,84,3.9,1,4.5,0,0
D1515,카고,1000,윙바디,80,78,4.31,1,2.4,0,0
D1516,라보,550,라보,73,55,5.0,1,11.0,0,0
D1517,카고,30000,냉장,128,88,3.97,1,10.1,0,0
D1518,카고,18000,윙바디,94,87,4.06,1,3.4,0,0
D1519,다마스,550,다마스,167,95,4.92,0,9.5,0,0
D1520,카고,8000,냉장,78,25,4.13,1,10.9,0,0
D1521,카고,8000,윙바디,82,57,4.17,0,2.2,0,0
D1522,카고,2500,탑차,78,54,3.82,1,9.8,0,0
D1523,카고,3500,카고,164,159,3.59,1,7.1,0,1
D1524,카고,1000,윙바디,145,66,3.94,1,1.2,0,0
D1525,카고,12000,카고,121,115,4.97,1,7.6,0,0
D1526,카고,25000,냉동,95,58,4.63,1,10.2,0,0
D1527,라보,550,라보,192,191,3.91,1,6.8,0,0
D1528,카고,1000,탑차,101,77,4.57,1,6.4,0,0
D1529,카고,12000,카고,156,70,4.22,1,3.7,0,0
D1530,카고,25000,냉장,99,97,4.41,1,1.1,0,0
D1531,카고,3500,윙바디,112,111,3.51,1,8.0,0,0
D1532,카고,12000,냉장,184,164,4.81,1,8.8,0,0
D1533,카고,1000,윙바디,173,153,4.17,1,11.8,0,0
D1534,카고,18000,탑차,57,46,4.45,1,5.9,0,0
D1535,카고,30000,윙바디,75,43,4.67,1,10.3,0,0
D1536,카고,1400,카고,140,96,4.79,1,11.7,0,0
